"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income"
6101629,"Regular Season",2024-04-29,2024-05-18,"6:10 PM","Sat","houston-astros","milwaukee-brewers",592,148,34,830,2440,"Houston Astros","hou","HOU","Astros",117,9,19,0.321,"W 2",4.4,5.1,-0.8,0.2,-0.6,"12-16",-3,"2-5","0-3","4-3","3-8","4-9","5-10","0-3","0-7","5-12","4-7","4-16","5-3","3-7","7-13","9-19",18892,8101,6526,811,70992,2647,1076,1631,258,14502
6101647,"Regular Season",2024-04-29,2024-05-16,"7:10 PM","Thu","houston-astros","oakland-athletics",510,101,14,830,2164,"Houston Astros","hou","HOU","Astros",117,9,19,0.321,"W 2",4.4,5.1,-0.8,0.2,-0.6,"12-16",-3,"2-5","0-3","4-3","3-8","4-9","5-10","0-3","0-7","5-12","4-7","4-16","5-3","3-7","7-13","9-19",18892,8101,6526,811,70992,2647,1076,1631,258,14502
6101651,"Regular Season",2024-04-29,2024-05-20,"7:10 PM","Mon","houston-astros","los-angeles-angels",551,98,14,830,2592,"Houston Astros","hou","HOU","Astros",117,9,19,0.321,"W 2",4.4,5.1,-0.8,0.2,-0.6,"12-16",-3,"2-5","0-3","4-3","3-8","4-9","5-10","0-3","0-7","5-12","4-7","4-16","5-3","3-7","7-13","9-19",18892,8101,6526,811,70992,2647,1076,1631,258,14502
6101786,"Regular Season",2024-04-29,2024-05-17,"6:40 PM","Fri","kansas-city-royals","oakland-athletics",394,93,24,575,1845,"Kansas City Royals","kca","KC","Royals",118,17,12,0.586,"L 2",4.6,3.1,1.5,-0.3,1.2,"19-10",-2,"5-5","8-5","3-0","1-2","12-5","5-7","1-0","5-4","14-9","3-3","5-10","12-2","5-5","12-8","17-12",8768,3850,4272,33,40829,1089,700,948,32,6164
6101788,"Regular Season",2024-04-29,2024-05-19,"1:10 PM","Sun","kansas-city-royals","oakland-athletics",498,86,20,546,2423,"Kansas City Royals","kca","KC","Royals",118,17,12,0.586,"L 2",4.6,3.1,1.5,-0.3,1.2,"19-10",-2,"5-5","8-5","3-0","1-2","12-5","5-7","1-0","5-4","14-9","3-3","5-10","12-2","5-5","12-8","17-12",8768,3850,4272,33,40829,1089,700,948,32,6164
6101792,"Regular Season",2024-04-29,2024-05-20,"6:40 PM","Mon","kansas-city-royals","detroit-tigers",506,73,19,575,2778,"Kansas City Royals","kca","KC","Royals",118,17,12,0.586,"L 2",4.6,3.1,1.5,-0.3,1.2,"19-10",-2,"5-5","8-5","3-0","1-2","12-5","5-7","1-0","5-4","14-9","3-3","5-10","12-2","5-5","12-8","17-12",8768,3850,4272,33,40829,1089,700,948,32,6164
6101809,"Regular Season",2024-04-29,2024-05-18,"6:10 PM","Sat","kansas-city-royals","oakland-athletics",481,104,18,632,2354,"Kansas City Royals","kca","KC","Royals",118,17,12,0.586,"L 2",4.6,3.1,1.5,-0.3,1.2,"19-10",-2,"5-5","8-5","3-0","1-2","12-5","5-7","1-0","5-4","14-9","3-3","5-10","12-2","5-5","12-8","17-12",8768,3850,4272,33,40829,1089,700,948,32,6164
6101941,"Regular Season",2024-04-29,2024-05-14,"6:38 PM","Tue","los-angeles-angels","st-louis-cardinals",858,57,8,575,3888,"Los Angeles Angels","ana","LAA","Angels",108,10,18,0.357,"L 4",4.3,5.5,-1.3,0.1,-1.2,"11-17",-1,"7-12","0-3","0-0","3-3","3-9","7-9","0-1","2-4","8-17","2-1","4-14","6-4","1-9","5-15","10-18",40009,19778,970,6452,83330,2619,1844,336,1020,4428
6101944,"Regular Season",2024-04-29,2024-05-15,"6:07 PM","Wed","los-angeles-angels","st-louis-cardinals",893,55,7,575,4047,"Los Angeles Angels","ana","LAA","Angels",108,10,18,0.357,"L 4",4.3,5.5,-1.3,0.1,-1.2,"11-17",-1,"7-12","0-3","0-0","3-3","3-9","7-9","0-1","2-4","8-17","2-1","4-14","6-4","1-9","5-15","10-18",40009,19778,970,6452,83330,2619,1844,336,1020,4428
6102107,"Regular Season",2024-04-29,2024-05-16,"7:10 PM","Thu","los-angeles-dodgers","cincinnati-reds",828,637,144,117004,3708,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102108,"Regular Season",2024-04-29,2024-05-18,"6:10 PM","Sat","los-angeles-dodgers","cincinnati-reds",995,237,59,2657,4876,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102111,"Regular Season",2024-04-29,2024-05-17,"7:10 PM","Fri","los-angeles-dodgers","cincinnati-reds",1139,192,51,2354,5770,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102112,"Regular Season",2024-04-29,2024-05-20,"7:10 PM","Mon","los-angeles-dodgers","arizona-diamondbacks",1080,201,37,2855,5606,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102134,"Regular Season",2024-04-29,2024-05-19,"1:10 PM","Sun","los-angeles-dodgers","cincinnati-reds",930,184,37,2354,3722,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102264,"Regular Season",2024-04-29,2024-05-17,"7:10 PM","Fri","miami-marlins","new-york-mets",471,60,13,689,2143,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102268,"Regular Season",2024-04-29,2024-05-18,"4:10 PM","Sat","miami-marlins","new-york-mets",404,71,16,803,1788,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102272,"Regular Season",2024-04-29,2024-05-20,"6:40 PM","Mon","miami-marlins","milwaukee-brewers",438,48,12,884,2197,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102273,"Regular Season",2024-04-29,2024-05-19,"1:40 PM","Sun","miami-marlins","new-york-mets",374,71,20,746,1640,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102275,"Regular Season",2024-04-29,2024-05-21,"6:40 PM","Tue","miami-marlins","milwaukee-brewers",430,47,11,561,2140,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102425,"Regular Season",2024-04-29,2024-05-15,"12:10 PM","Wed","milwaukee-brewers","pittsburgh-pirates",222,67,13,1162,1183,"Milwaukee Brewers","mil","MIL","Brewers",158,17,10,0.63,"L 2",5.3,4.7,0.5,0.4,0.9,"15-12",2,"3-0","7-3","1-2","6-5","5-6","12-4","2-0","7-1","15-8","2-2","11-6","6-4","6-4","12-8","17-10",35358,26683,2791,1580,54732,1187,1208,712,504,3443
6102446,"Regular Season",2024-04-29,2024-05-14,"6:40 PM","Tue","milwaukee-brewers","pittsburgh-pirates",415,86,11,1162,2467,"Milwaukee Brewers","mil","MIL","Brewers",158,17,10,0.63,"L 2",5.3,4.7,0.5,0.4,0.9,"15-12",2,"3-0","7-3","1-2","6-5","5-6","12-4","2-0","7-1","15-8","2-2","11-6","6-4","6-4","12-8","17-10",35358,26683,2791,1580,54732,1187,1208,712,504,3443
6102591,"Regular Season",2024-04-29,2024-05-16,"12:10 PM","Thu","minnesota-twins","new-york-yankees",596,92,22,945,2980,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102607,"Regular Season",2024-04-29,2024-05-15,"6:40 PM","Wed","minnesota-twins","new-york-yankees",705,103,22,5801,4019,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102609,"Regular Season",2024-04-29,2024-05-14,"6:40 PM","Tue","minnesota-twins","new-york-yankees",566,87,23,945,3145,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102887,"Regular Season",2024-04-29,2024-05-18,"1:05 PM","Sat","new-york-yankees","chicago-white-sox",1045,150,32,2043,4611,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6102890,"Regular Season",2024-04-29,2024-05-17,"7:05 PM","Fri","new-york-yankees","chicago-white-sox",944,180,41,11705,4461,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6102891,"Regular Season",2024-04-29,2024-05-19,"1:35 PM","Sun","new-york-yankees","chicago-white-sox",1086,130,25,2043,4983,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6102892,"Regular Season",2024-04-29,2024-05-20,"7:05 PM","Mon","new-york-yankees","seattle-mariners",1100,109,15,6342,5618,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6102893,"Regular Season",2024-04-29,2024-05-21,"7:05 PM","Tue","new-york-yankees","seattle-mariners",1118,90,15,2533,5555,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6103157,"Regular Season",2024-04-29,2024-05-15,"6:40 PM","Wed","philadelphia-phillies","new-york-mets",326,101,31,664,961,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103160,"Regular Season",2024-04-29,2024-05-16,"6:40 PM","Thu","philadelphia-phillies","new-york-mets",464,113,29,720,1765,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103161,"Regular Season",2024-04-29,2024-05-17,"6:40 PM","Fri","philadelphia-phillies","washington-nationals",285,163,56,6275,994,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103164,"Regular Season",2024-04-29,2024-05-19,"1:35 PM","Sun","philadelphia-phillies","washington-nationals",354,124,48,707,1066,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103165,"Regular Season",2024-04-29,2024-05-18,"6:05 PM","Sat","philadelphia-phillies","washington-nationals",554,120,41,720,2072,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103182,"Regular Season",2024-04-29,2024-05-21,"6:40 PM","Tue","philadelphia-phillies","texas-rangers",342,104,28,3197,1180,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103310,"Regular Season",2024-04-29,2024-05-21,"6:40 PM","Tue","pittsburgh-pirates","san-francisco-giants",531,203,35,5913,3442,"Pittsburgh Pirates","pit","PIT","Pirates",134,14,15,0.483,"L 1",4,4.2,-0.2,0.2,0,"14-15",0,"8-6","2-2","1-2","3-5","5-7","9-8","4-0","5-3","8-12","6-3","7-12","7-3","3-7","7-13","14-15",28461,18069,7698,309,53882,1268,986,988,249,3646
6103479,"Regular Season",2024-04-29,2024-05-14,"6:40 PM","Tue","san-diego-padres","colorado-rockies",436,93,28,1175,1823,"San Diego Padres","sdn","SD","Padres",135,14,17,0.452,"L 4",4.8,4.9,-0.1,-0.4,-0.5,"15-16",-1,"0-3","5-4","8-8","1-2","6-11","8-6","1-0","3-4","9-15","5-2","7-7","7-10","3-7","9-11","14-16",43096,29015,3421,2839,78092,2393,1868,599,1003,4597
6103484,"Regular Season",2024-04-29,2024-05-15,"1:10 PM","Wed","san-diego-padres","colorado-rockies",570,65,13,917,2340,"San Diego Padres","sdn","SD","Padres",135,14,17,0.452,"L 4",4.8,4.9,-0.1,-0.4,-0.5,"15-16",-1,"0-3","5-4","8-8","1-2","6-11","8-6","1-0","3-4","9-15","5-2","7-7","7-10","3-7","9-11","14-16",43096,29015,3421,2839,78092,2393,1868,599,1003,4597
6103613,"Regular Season",2024-04-29,2024-05-14,"6:45 PM","Tue","san-francisco-giants","los-angeles-dodgers",1080,701,48,117004,6042,"San Francisco Giants","sfn","SF","Giants",137,14,15,0.483,"W 1",4,4.6,-0.6,-0.3,-0.9,"13-16",1,"5-4","2-1","6-8","1-2","9-7","5-8","0-1","4-4","11-10","3-5","2-4","12-11","6-4","11-9","14-15",28607,15278,1189,1196,164289,2221,1514,452,375,16291
6103615,"Regular Season",2024-04-29,2024-05-15,"6:45 PM","Wed","san-francisco-giants","los-angeles-dodgers",1029,957,51,117004,6001,"San Francisco Giants","sfn","SF","Giants",137,14,15,0.483,"W 1",4,4.6,-0.6,-0.3,-0.9,"13-16",1,"5-4","2-1","6-8","1-2","9-7","5-8","0-1","4-4","11-10","3-5","2-4","12-11","6-4","11-9","14-15",28607,15278,1189,1196,164289,2221,1514,452,375,16291
6103617,"Regular Season",2024-04-29,2024-05-17,"7:15 PM","Fri","san-francisco-giants","colorado-rockies",1133,691,26,5913,5927,"San Francisco Giants","sfn","SF","Giants",137,14,15,0.483,"W 1",4,4.6,-0.6,-0.3,-0.9,"13-16",1,"5-4","2-1","6-8","1-2","9-7","5-8","0-1","4-4","11-10","3-5","2-4","12-11","6-4","11-9","14-15",28607,15278,1189,1196,164289,2221,1514,452,375,16291
6103618,"Regular Season",2024-04-29,2024-05-18,"1:05 PM","Sat","san-francisco-giants","colorado-rockies",861,470,38,5913,5067,"San Francisco Giants","sfn","SF","Giants",137,14,15,0.483,"W 1",4,4.6,-0.6,-0.3,-0.9,"13-16",1,"5-4","2-1","6-8","1-2","9-7","5-8","0-1","4-4","11-10","3-5","2-4","12-11","6-4","11-9","14-15",28607,15278,1189,1196,164289,2221,1514,452,375,16291
6103619,"Regular Season",2024-04-29,2024-05-19,"1:05 PM","Sun","san-francisco-giants","colorado-rockies",863,749,22,5913,4215,"San Francisco Giants","sfn","SF","Giants",137,14,15,0.483,"W 1",4,4.6,-0.6,-0.3,-0.9,"13-16",1,"5-4","2-1","6-8","1-2","9-7","5-8","0-1","4-4","11-10","3-5","2-4","12-11","6-4","11-9","14-15",28607,15278,1189,1196,164289,2221,1514,452,375,16291
6103720,"Regular Season",2024-04-29,2024-05-14,"6:40 PM","Tue","seattle-mariners","kansas-city-royals",376,61,15,611,2014,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6103723,"Regular Season",2024-04-29,2024-05-15,"1:10 PM","Wed","seattle-mariners","kansas-city-royals",338,58,18,632,1752,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6103870,"Regular Season",2024-04-29,2024-05-17,"7:15 PM","Fri","st-louis-cardinals","boston-red-sox",1556,93,16,11704,8824,"St. Louis Cardinals","sln","STL","Cardinals",138,13,15,0.464,"L 1",3.6,4.4,-0.8,0.1,-0.7,"11-17",2,"5-4","0-3","6-7","2-1","5-7","8-8","1-3","2-4","9-12","4-3","4-9","9-6","4-6","9-11","13-15",2365,1114,908,50,59215,397,331,243,50,17411
6103873,"Regular Season",2024-04-29,2024-05-18,"6:15 PM","Sat","st-louis-cardinals","boston-red-sox",1502,105,19,1263,8251,"St. Louis Cardinals","sln","STL","Cardinals",138,13,15,0.464,"L 1",3.6,4.4,-0.8,0.1,-0.7,"11-17",2,"5-4","0-3","6-7","2-1","5-7","8-8","1-3","2-4","9-12","4-3","4-9","9-6","4-6","9-11","13-15",2365,1114,908,50,59215,397,331,243,50,17411
6103879,"Regular Season",2024-04-29,2024-05-20,"6:45 PM","Mon","st-louis-cardinals","baltimore-orioles",1123,64,13,1145,5347,"St. Louis Cardinals","sln","STL","Cardinals",138,13,15,0.464,"L 1",3.6,4.4,-0.8,0.1,-0.7,"11-17",2,"5-4","0-3","6-7","2-1","5-7","8-8","1-3","2-4","9-12","4-3","4-9","9-6","4-6","9-11","13-15",2365,1114,908,50,59215,397,331,243,50,17411
6103888,"Regular Season",2024-04-29,2024-05-19,"1:15 PM","Sun","st-louis-cardinals","boston-red-sox",1235,89,18,575,6625,"St. Louis Cardinals","sln","STL","Cardinals",138,13,15,0.464,"L 1",3.6,4.4,-0.8,0.1,-0.7,"11-17",2,"5-4","0-3","6-7","2-1","5-7","8-8","1-3","2-4","9-12","4-3","4-9","9-6","4-6","9-11","13-15",2365,1114,908,50,59215,397,331,243,50,17411
6104201,"Regular Season",2024-04-29,2024-05-14,"7:05 PM","Tue","texas-rangers","cleveland-guardians",509,108,25,1154,2193,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104203,"Regular Season",2024-04-29,2024-05-15,"7:05 PM","Wed","texas-rangers","cleveland-guardians",517,88,16,1154,2209,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104206,"Regular Season",2024-04-29,2024-05-17,"7:05 PM","Fri","texas-rangers","los-angeles-angels",560,141,39,1154,2517,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104208,"Regular Season",2024-04-29,2024-05-18,"6:15 PM","Sat","texas-rangers","los-angeles-angels",662,160,36,2880,2959,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104210,"Regular Season",2024-04-29,2024-05-19,"1:35 PM","Sun","texas-rangers","los-angeles-angels",696,126,25,1154,3017,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104519,"Regular Season",2024-04-29,2024-05-20,"6:45 PM","Mon","washington-nationals","minnesota-twins",299,79,20,432,1547,"Washington Nationals","was","WSH","Nationals",120,13,14,0.481,"W 3",4.1,4.4,-0.4,-0.1,-0.5,"12-15",1,"4-2","2-4","4-5","3-3","4-8","9-6","1-1","3-4","9-9","4-5","4-8","9-6","6-4","11-9","13-14",34535,22741,8291,586,141280,1463,1080,1091,408,8230
6104535,"Regular Season",2024-04-29,2024-05-21,"6:45 PM","Tue","washington-nationals","minnesota-twins",300,65,16,575,1551,"Washington Nationals","was","WSH","Nationals",120,13,14,0.481,"W 3",4.1,4.4,-0.4,-0.1,-0.5,"12-15",1,"4-2","2-4","4-5","3-3","4-8","9-6","1-1","3-4","9-9","4-5","4-8","9-6","6-4","11-9","13-14",34535,22741,8291,586,141280,1463,1080,1091,408,8230
6100092,"Regular Season",2024-04-29,2024-05-24,"6:40 PM","Fri","arizona-diamondbacks","miami-marlins",342,77,26,336,1718,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347
6100094,"Regular Season",2024-04-29,2024-05-26,"1:10 PM","Sun","arizona-diamondbacks","miami-marlins",300,76,24,245,1459,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347
6100095,"Regular Season",2024-04-29,2024-05-25,"7:10 PM","Sat","arizona-diamondbacks","miami-marlins",252,101,39,419,1262,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347
6100253,"Regular Season",2024-04-29,2024-05-27,"4:10 PM","Mon","atlanta-braves","washington-nationals",585,281,19,11353,2083,"Atlanta Braves","atl","ATL","Braves",144,19,7,0.731,"W 1",5.7,3.9,1.8,-0.2,1.6,"17-9",2,"8-4","0-0","3-0","8-3","11-4","8-3","4-1","6-3","12-4","7-3","7-5","12-2","8-2","15-5","19-7",33230,17179,9470,735,88296,2054,1543,993,217,4823
6100256,"Regular Season",2024-04-29,2024-05-28,"7:20 PM","Tue","atlanta-braves","washington-nationals",755,116,31,1975,3600,"Atlanta Braves","atl","ATL","Braves",144,19,7,0.731,"W 1",5.7,3.9,1.8,-0.2,1.6,"17-9",2,"8-4","0-0","3-0","8-3","11-4","8-3","4-1","6-3","12-4","7-3","7-5","12-2","8-2","15-5","19-7",33230,17179,9470,735,88296,2054,1543,993,217,4823
6100421,"Regular Season",2024-04-29,2024-05-27,"1:05 PM","Mon","baltimore-orioles","boston-red-sox",450,126,26,4024,1918,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701
