"date","attendance","schedule_team","stadium_capacity","percent_capacity"
2024-05-19,34766,"san-francisco-giants",41265,0.842505755482855
2024-05-27,40598,"san-francisco-giants",41265,0.983836180782746
2024-05-28,34655,"san-francisco-giants",41265,0.839815824548649
2024-05-29,31763,"san-francisco-giants",41265,0.76973221858718
2024-05-31,35018,"san-francisco-giants",41265,0.848612625711862
2024-06-01,34487,"san-francisco-giants",41265,0.835744577729311
2024-06-02,39485,"san-francisco-giants",41265,0.956864170604629
2024-06-10,32820,"san-francisco-giants",41265,0.795347146492185
2024-06-11,32853,"san-francisco-giants",41265,0.79614685568884
2024-06-12,34506,"san-francisco-giants",41265,0.836205016357688
2024-06-14,32842,"san-francisco-giants",41265,0.795880285956622
2024-06-15,36235,"san-francisco-giants",41265,0.878104931540046
2024-06-16,41008,"san-francisco-giants",41265,0.993771961710893
2024-06-24,30701,"san-francisco-giants",41265,0.743996122622077
2024-06-25,30368,"san-francisco-giants",41265,0.73592632981946
2024-06-26,30893,"san-francisco-giants",41265,0.748648976129892
2024-06-27,31535,"san-francisco-giants",41265,0.76420695504665
2024-06-28,40052,"san-francisco-giants",41265,0.970604628619896
2024-06-29,39663,"san-francisco-giants",41265,0.961177753544166
2024-06-30,40428,"san-francisco-giants",41265,0.979716466739368
2024-07-09,32924,"san-francisco-giants",41265,0.797867442142251
2024-07-10,32014,"san-francisco-giants",41265,0.775814855204168
2024-07-11,30064,"san-francisco-giants",41265,0.728559311765419
2024-07-12,34106,"san-francisco-giants",41265,0.82651157154974
2024-07-13,32582,"san-francisco-giants",41265,0.789579546831455
2024-07-14,34115,"san-francisco-giants",41265,0.826729674057918
2024-07-26,32861,"san-francisco-giants",41265,0.796340724584999
2024-07-27,34543,"san-francisco-giants",41265,0.837101660002423
2024-07-28,37178,"san-francisco-giants",41265,0.900957227674785
2024-07-30,37885,"san-francisco-giants",41265,0.918090391372834
2024-07-31,38668,"san-francisco-giants",41265,0.937065309584394
2024-08-09,33037,"san-francisco-giants",41265,0.800605840300497
2024-08-10,40030,"san-francisco-giants",41265,0.970071489155459
2024-08-11,40447,"san-francisco-giants",41265,0.980176905367745
2024-08-12,30184,"san-francisco-giants",41265,0.731467345207803
2024-08-13,30468,"san-francisco-giants",41265,0.738349691021447
2024-08-14,27460,"san-francisco-giants",41265,0.665454986065673
2024-08-15,29319,"san-francisco-giants",41265,0.710505270810614
2024-08-19,29209,"san-francisco-giants",41265,0.707839573488428
2024-08-20,28766,"san-francisco-giants",41265,0.697104083363625
2024-08-21,28375,"san-francisco-giants",41265,0.687628741063856
2024-08-30,33606,"san-francisco-giants",41265,0.814394765539804
2024-08-31,36087,"san-francisco-giants",41265,0.874518356961105
2024-09-01,41187,"san-francisco-giants",41265,0.99810977826245
2024-09-03,23545,"san-francisco-giants",41265,0.570580395007876
2024-09-04,22855,"san-francisco-giants",41265,0.553859202714165
2024-09-05,27871,"san-francisco-giants",41265,0.67541500060584
2024-09-10,25096,"san-francisco-giants",41265,0.608166727250697
2024-09-11,22042,"san-francisco-giants",41265,0.534157276142009
2024-09-12,22184,"san-francisco-giants",41265,0.537598449048831
2024-09-13,39798,"san-francisco-giants",41265,0.964449291166848
2024-09-14,31243,"san-francisco-giants",41265,0.757130740336847
2024-09-15,33043,"san-francisco-giants",41265,0.800751241972616
2024-09-27,35101,"san-francisco-giants",41265,0.850624015509512
2024-09-28,36328,"san-francisco-giants",41265,0.880358657457894
2024-09-29,32348,"san-francisco-giants",41265,0.783908881618805
2024-04-05,48399,"colorado-rockies",46897,1.03202763502996
2024-04-06,29238,"colorado-rockies",46897,0.623451393479327
2024-04-07,25566,"colorado-rockies",46897,0.545152141928055
2024-04-08,18870,"colorado-rockies",46897,0.402371153805147
2024-04-09,19359,"colorado-rockies",46897,0.412798260016632
2024-04-10,18311,"colorado-rockies",46897,0.390451414802653
2024-04-20,25376,"colorado-rockies",46897,0.541100710066742
2024-04-21,19756,"colorado-rockies",46897,0.421263620274218
2024-04-22,18515,"colorado-rockies",46897,0.394801373222168
2024-04-23,18822,"colorado-rockies",46897,0.401347634177026
2024-04-24,19356,"colorado-rockies",46897,0.412734290039875
2024-04-25,27705,"colorado-rockies",46897,0.590762735356206
2024-04-27,19934,"colorado-rockies",46897,0.425059172228501
2024-04-28,19841,"colorado-rockies",46897,0.423076102949016
2024-05-07,21259,"colorado-rockies",46897,0.453312578629763
2024-05-08,20532,"colorado-rockies",46897,0.437810520928844
2024-05-09,23870,"colorado-rockies",46897,0.508987781734439
2024-05-10,32693,"colorado-rockies",46897,0.697123483378468
2024-05-11,37527,"colorado-rockies",46897,0.800200439260507
2024-05-12,35107,"colorado-rockies",46897,0.74859799134273
2024-05-24,35007,"colorado-rockies",46897,0.746465658784144
2024-05-25,37535,"colorado-rockies",46897,0.800371025865194
2024-05-26,47442,"colorado-rockies",46897,1.01162121244429
2024-05-27,35122,"colorado-rockies",46897,0.748917841226518
2024-05-28,21009,"colorado-rockies",46897,0.447981747233299
2024-05-29,21374,"colorado-rockies",46897,0.455764761072137
2024-06-03,25140,"colorado-rockies",46897,0.536068405228479
2024-06-04,25315,"colorado-rockies",46897,0.539799987206005
2024-06-05,27022,"colorado-rockies",46897,0.576198903981065
2024-06-14,31717,"colorado-rockies",46897,0.67631191760667
2024-06-15,40033,"colorado-rockies",46897,0.853636693178668
2024-06-16,40422,"colorado-rockies",46897,0.861931466831567
2024-06-17,32021,"colorado-rockies",46897,0.682794208584771
2024-06-18,33791,"colorado-rockies",46897,0.72053649487174
2024-06-19,37503,"colorado-rockies",46897,0.799688679446447
2024-06-20,40236,"colorado-rockies",46897,0.857965328272597
2024-06-21,31935,"colorado-rockies",46897,0.680960402584387
2024-06-22,34509,"colorado-rockies",46897,0.735846642642387
2024-06-23,30407,"colorado-rockies",46897,0.648378361089195
2024-07-01,26204,"colorado-rockies",46897,0.558756423651833
2024-07-02,25669,"colorado-rockies",46897,0.547348444463398
2024-07-03,34177,"colorado-rockies",46897,0.728767298547882
2024-07-04,48705,"colorado-rockies",46897,1.03855257265923
2024-07-05,48321,"colorado-rockies",46897,1.03036441563426
2024-07-06,33748,"colorado-rockies",46897,0.719619591871548
2024-07-07,32180,"colorado-rockies",46897,0.686184617352922
2024-07-19,40115,"colorado-rockies",46897,0.855385205876709
2024-07-20,44178,"colorado-rockies",46897,0.942021877732051
2024-07-21,30507,"colorado-rockies",46897,0.650510693647781
2024-07-22,35261,"colorado-rockies",46897,0.751881783482952
2024-07-23,36553,"colorado-rockies",46897,0.779431520139881
2024-07-24,36579,"colorado-rockies",46897,0.779985926605113
2024-08-06,30392,"colorado-rockies",46897,0.648058511205408
2024-08-07,30673,"colorado-rockies",46897,0.654050365695034
2024-08-08,26379,"colorado-rockies",46897,0.562488005629358
2024-08-09,33028,"colorado-rockies",46897,0.70426679744973
2024-08-10,46169,"colorado-rockies",46897,0.984476618973495
2024-08-11,40365,"colorado-rockies",46897,0.860716037273173
2024-08-16,33054,"colorado-rockies",46897,0.704821203914963
2024-08-17,47483,"colorado-rockies",46897,1.01249546879331
2024-08-18,26027,"colorado-rockies",46897,0.554982195023136
2024-08-26,20338,"colorado-rockies",46897,0.433673795765188
2024-08-27,20284,"colorado-rockies",46897,0.432522336183551
2024-08-28,20526,"colorado-rockies",46897,0.437682580975329
2024-08-29,20949,"colorado-rockies",46897,0.446702347698147
2024-08-30,30444,"colorado-rockies",46897,0.649167324135872
2024-08-31,38166,"colorado-rockies",46897,0.813826044309871
2024-09-01,32961,"colorado-rockies",46897,0.702838134635478
2024-09-13,38406,"colorado-rockies",46897,0.818943642450477
2024-09-14,47493,"colorado-rockies",46897,1.01270870204917
2024-09-15,40706,"colorado-rockies",46897,0.867987291297951
2024-09-16,18454,"colorado-rockies",46897,0.39350065036143
2024-09-17,20421,"colorado-rockies",46897,0.435443631788814
2024-09-18,20805,"colorado-rockies",46897,0.443631788813783
2024-09-24,25944,"colorado-rockies",46897,0.55321235899951
2024-09-25,26863,"colorado-rockies",46897,0.572808495212913
2024-09-26,25344,"colorado-rockies",46897,0.540418363647995
2024-09-27,48750,"colorado-rockies",46897,1.0395121223106
2024-09-28,48395,"colorado-rockies",46897,1.03194234172762
2024-09-29,48320,"colorado-rockies",46897,1.03034309230868
